6,431
7,355
8,346
9,321
10,307
11,294
12,281
13,270
14,256
15,244
16,233
17,220
18,208
19,196
20,184
21,173
22,163
23,151
24,142
25,131
26,122
27,113
28,105
29,95
30,88
31,83
32,70
33,65
34,58
35,52
36,48
37,39
38,35
39,29
40,26
41,23
42,20
43,17
44,15
45,13
46,11
47,9
48,8
49,7
50,6
51,5
52,4
53,4
54,3
55,3
56,3
57,2
58,2
59,2
60,2
61,2
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,0
99,0
100,0
101,0
