7.0,1034
8.0,1026
9.0,1017
10.0,1008
11.0,999
12.0,989
13.0,978
14.0,967
15.0,955
16.0,943
17.0,931
18.0,918
19.0,905
20.0,892
21.0,878
22.0,864
23.0,849
24.0,835
25.0,820
26.0,805
27.0,789
28.0,774
29.0,758
30.0,743
31.0,727
32.0,711
33.0,695
34.0,679
35.0,663
36.0,647
37.0,631
38.0,615
39.0,599
40.0,584
41.0,568
42.0,552
43.0,537
44.0,521
45.0,506
46.0,491
47.0,476
48.0,462
49.0,447
50.0,433
51.0,419
52.0,405
53.0,392
54.0,378
55.0,365
56.0,353
57.0,340
58.0,328
59.0,316
60.0,304
61.0,293
62.0,282
63.0,271
64.0,260
65.0,250
66.0,240
67.0,230
68.0,221
69.0,211
70.0,203
71.0,194
72.0,186
73.0,178
74.0,170
75.0,162
76.0,155
77.0,148
78.0,141
79.0,135
80.0,128
81.0,122
82.0,117
83.0,111
84.0,106
85.0,101
86.0,96
87.0,91
88.0,86
89.0,82
90.0,78
91.0,74
92.0,70
93.0,67
94.0,63
95.0,60
96.0,57
97.0,54
98.0,51
99.0,48
100.0,46
101.0,43
102.0,41
103.0,39
104.0,37
105.0,35
106.0,33
107.0,31
