step,days,C,P,E,N,H,R,total
626,0.434722,617,234,120,78,179,39,1267
627,0.435417,617,234,120,78,179,39,1267
628,0.436111,617,234,120,78,179,39,1267
629,0.436806,617,234,120,78,179,39,1267
630,0.4375,617,234,120,78,179,39,1267
631,0.438194,617,234,120,78,179,39,1267
632,0.438889,617,234,120,78,179,39,1267
633,0.439583,617,234,120,78,179,39,1267
634,0.440278,618,234,120,78,179,39,1268
635,0.440972,618,234,120,78,179,39,1268
636,0.441667,618,234,120,78,179,39,1268
637,0.442361,618,234,120,78,179,39,1268
638,0.443056,618,234,120,78,179,39,1268
639,0.44375,618,234,120,78,179,39,1268
640,0.444444,618,235,120,78,179,39,1269
641,0.445139,618,235,120,78,179,39,1269
642,0.445833,618,234,120,78,179,39,1268
643,0.446528,618,234,120,78,179,39,1268
644,0.447222,618,234,120,78,179,39,1268
645,0.447917,618,234,120,78,179,39,1268
646,0.448611,618,233,120,78,179,39,1267
647,0.449306,618,234,120,78,179,39,1268
648,0.45,618,234,120,78,179,39,1268
649,0.450694,618,234,120,78,180,39,1269
650,0.451389,618,234,120,78,180,39,1269
651,0.452083,618,234,120,78,180,39,1269
652,0.452778,618,234,120,78,180,39,1269
653,0.453472,618,235,120,78,180,39,1270
654,0.454167,618,235,120,78,180,39,1270
655,0.454861,618,235,120,78,180,39,1270
656,0.455556,618,235,120,78,180,39,1270
657,0.45625,618,235,120,78,180,39,1270
658,0.456944,618,235,120,78,180,39,1270
659,0.457639,618,235,120,78,180,39,1270
660,0.458333,618,235,120,78,180,39,1270
661,0.459028,618,235,120,78,180,39,1270
662,0.459722,618,235,120,78,180,39,1270
663,0.460417,618,235,120,78,180,39,1270
664,0.461111,618,235,120,78,180,39,1270
665,0.461806,618,235,120,78,180,39,1270
666,0.4625,618,235,120,78,180,39,1270
667,0.463194,618,235,120,78,180,39,1270
668,0.463889,618,235,120,78,180,39,1270
669,0.464583,618,234,120,78,180,39,1269
670,0.465278,618,234,120,78,180,39,1269
671,0.465972,618,234,120,78,180,39,1269
672,0.466667,618,234,120,78,180,39,1269
673,0.467361,618,234,120,78,180,39,1269
674,0.468056,618,233,120,78,180,39,1268
675,0.46875,618,233,120,78,180,39,1268
676,0.469444,618,233,120,78,180,39,1268
677,0.470139,618,233,120,78,180,39,1268
678,0.470833,618,233,120,78,180,39,1268
679,0.471528,618,233,120,78,180,39,1268
680,0.472222,618,233,120,78,180,39,1268
681,0.472917,618,233,120,78,179,39,1267
682,0.473611,618,233,120,78,179,39,1267
683,0.474306,618,233,120,78,179,39,1267
684,0.475,618,233,121,78,179,39,1268
685,0.475694,618,233,121,78,179,39,1268
686,0.476389,618,233,121,78,179,39,1268
687,0.477083,618,233,121,78,179,39,1268
688,0.477778,618,233,121,78,179,39,1268
689,0.478472,618,233,121,78,179,39,1268
690,0.479167,618,233,121,78,179,39,1268
691,0.479861,618,233,121,78,179,39,1268
692,0.480556,618,233,121,78,179,39,1268
693,0.48125,618,233,121,78,179,39,1268
694,0.481944,618,233,121,78,179,39,1268
695,0.482639,618,233,121,78,179,39,1268
696,0.483333,618,233,121,78,179,39,1268
697,0.484028,618,233,121,78,179,39,1268
698,0.484722,618,234,121,78,179,39,1269
699,0.485417,618,234,121,78,179,39,1269
700,0.486111,618,234,121,78,179,39,1269
701,0.486806,618,234,121,78,179,39,1269
702,0.4875,618,234,121,78,179,39,1269
703,0.488194,618,234,121,78,179,39,1269
704,0.488889,618,235,121,78,179,39,1270
705,0.489583,618,235,121,78,179,39,1270
706,0.490278,618,235,121,78,179,39,1270
707,0.490972,618,235,121,78,179,39,1270
708,0.491667,618,235,121,78,179,39,1270
709,0.492361,618,235,121,78,179,39,1270
710,0.493056,618,235,121,78,179,39,1270
711,0.49375,618,235,121,78,179,39,1270
712,0.494444,618,235,121,78,179,39,1270
713,0.495139,618,235,121,78,179,39,1270
714,0.495833,618,235,121,78,179,39,1270
715,0.496528,618,235,121,78,179,39,1270
716,0.497222,618,235,121,78,179,39,1270
717,0.497917,618,235,121,78,179,39,1270
718,0.498611,618,235,121,78,179,39,1270
719,0.499306,618,235,121,78,179,39,1270
720,0.5,618,235,121,78,179,39,1270
721,0.500694,618,235,121,78,179,39,1270
722,0.501389,618,235,121,78,179,39,1270
723,0.502083,618,235,121,78,179,39,1270
724,0.502778,618,235,121,78,179,39,1270
725,0.503472,618,235,121,78,179,39,1270
726,0.504167,618,235,121,78,179,39,1270
727,0.504861,618,235,121,78,179,39,1270
728,0.505556,618,235,121,78,179,39,1270
729,0.50625,618,235,121,78,179,39,1270
730,0.506944,618,235,121,78,179,39,1270
731,0.507639,618,236,121,78,179,39,1271
732,0.508333,619,236,121,78,179,39,1272
733,0.509028,619,236,121,78,179,39,1272
734,0.509722,619,236,121,78,179,39,1272
735,0.510417,619,236,121,78,179,39,1272
736,0.511111,619,235,121,78,179,39,1271
737,0.511806,619,235,121,78,179,39,1271
738,0.5125,619,235,121,78,179,39,1271
739,0.513194,619,235,121,78,179,39,1271
740,0.513889,619,235,121,78,179,39,1271
741,0.514583,619,235,121,78,179,39,1271
742,0.515278,619,235,121,78,179,39,1271
743,0.515972,619,235,121,78,179,39,1271
744,0.516667,619,235,121,78,179,39,1271
745,0.517361,619,235,121,78,179,39,1271
746,0.518056,619,235,121,78,179,39,1271
747,0.51875,619,235,121,78,179,39,1271
748,0.519444,619,235,121,78,179,39,1271
749,0.520139,619,235,121,78,179,39,1271
750,0.520833,619,235,121,78,179,39,1271
751,0.521528,619,235,121,78,179,39,1271
752,0.522222,619,235,121,78,179,39,1271
753,0.522917,619,235,121,78,179,39,1271
754,0.523611,619,235,121,78,179,39,1271
755,0.524306,619,235,121,78,179,39,1271
756,0.525,619,235,121,78,179,39,1271
757,0.525694,619,235,121,78,179,39,1271
758,0.526389,619,235,121,78,179,39,1271
759,0.527083,619,235,121,78,179,39,1271
760,0.527778,619,235,121,78,179,39,1271
761,0.528472,619,235,121,78,179,39,1271
762,0.529167,619,235,121,78,179,39,1271
763,0.529861,619,236,121,78,179,39,1272
764,0.530556,619,236,121,78,179,39,1272
765,0.53125,619,236,121,78,179,39,1272
766,0.531944,619,236,121,78,179,39,1272
767,0.532639,619,236,121,78,179,39,1272
768,0.533333,619,236,121,78,179,39,1272
769,0.534028,619,236,121,78,179,39,1272
770,0.534722,619,236,121,78,179,39,1272
771,0.535417,619,236,121,78,179,39,1272
772,0.536111,619,236,121,78,179,39,1272
773,0.536806,619,236,121,78,179,39,1272
774,0.5375,619,236,121,78,179,39,1272
775,0.538194,619,236,121,78,179,39,1272
776,0.538889,619,236,121,78,179,39,1272
777,0.539583,620,236,121,78,179,39,1273
778,0.540278,620,236,121,78,179,39,1273
779,0.540972,620,236,120,78,179,39,1272
780,0.541667,620,236,120,78,179,39,1272
781,0.542361,620,236,120,78,179,39,1272
782,0.543056,620,236,120,78,178,39,1271
783,0.54375,620,236,120,78,178,39,1271
784,0.544444,620,236,120,78,178,39,1271
785,0.545139,620,235,120,78,178,39,1270
786,0.545833,620,235,120,78,178,39,1270
787,0.546528,620,235,120,78,178,39,1270
788,0.547222,620,235,119,78,178,39,1269
789,0.547917,620,234,119,78,178,39,1268
790,0.548611,620,234,119,78,178,39,1268
791,0.549306,620,234,119,78,178,39,1268
792,0.55,620,234,119,78,178,39,1268
793,0.550694,620,234,119,78,177,39,1267
794,0.551389,620,234,119,78,177,39,1267
795,0.552083,620,234,119,78,177,39,1267
796,0.552778,620,234,119,78,177,39,1267
797,0.553472,620,234,119,78,177,39,1267
798,0.554167,620,234,119,78,177,39,1267
799,0.554861,620,234,119,78,177,39,1267
800,0.555556,620,234,119,79,177,39,1268
801,0.55625,620,234,119,79,177,39,1268
802,0.556944,620,234,119,79,177,39,1268
803,0.557639,620,234,119,79,177,39,1268
804,0.558333,620,235,119,79,177,39,1269
805,0.559028,620,235,119,79,177,39,1269
806,0.559722,620,235,119,79,177,39,1269
807,0.560417,620,235,119,79,177,39,1269
808,0.561111,620,235,119,79,177,39,1269
809,0.561806,620,235,119,79,177,39,1269
810,0.5625,620,235,119,79,177,39,1269
811,0.563194,620,235,119,79,177,39,1269
812,0.563889,620,236,119,79,177,39,1270
813,0.564583,620,236,119,79,177,39,1270
814,0.565278,620,236,119,79,177,39,1270
815,0.565972,620,236,119,79,177,39,1270
816,0.566667,620,236,119,79,177,39,1270
817,0.567361,620,236,119,79,177,39,1270
818,0.568056,620,236,119,79,177,39,1270
819,0.56875,620,236,119,79,177,39,1270
820,0.569444,620,236,119,79,177,39,1270
821,0.570139,620,236,119,79,177,39,1270
822,0.570833,620,236,119,79,177,39,1270
823,0.571528,620,236,119,79,177,39,1270
824,0.572222,620,236,119,79,177,39,1270
825,0.572917,620,236,119,79,177,39,1270
826,0.573611,620,236,119,79,177,39,1270
827,0.574306,620,236,119,79,177,39,1270
828,0.575,620,236,119,79,177,39,1270
829,0.575694,620,236,119,79,177,39,1270
830,0.576389,620,236,119,79,177,39,1270
831,0.577083,620,236,119,79,177,39,1270
832,0.577778,620,236,119,79,177,39,1270
833,0.578472,620,236,119,79,177,39,1270
834,0.579167,620,236,119,79,177,39,1270
835,0.579861,620,236,119,79,177,39,1270
836,0.580556,621,236,119,79,177,39,1271
837,0.58125,621,236,119,79,177,39,1271
838,0.581944,621,236,119,79,177,39,1271
839,0.582639,621,236,119,79,177,39,1271
840,0.583333,621,236,119,79,177,39,1271
841,0.584028,621,236,119,79,177,39,1271
842,0.584722,621,236,119,79,177,39,1271
843,0.585417,621,237,119,79,177,39,1272
844,0.586111,621,237,119,79,177,39,1272
845,0.586806,621,237,119,79,176,39,1271
846,0.5875,621,237,119,79,176,39,1271
847,0.588194,621,237,119,79,176,39,1271
848,0.588889,621,237,119,79,176,39,1271
849,0.589583,621,237,119,79,176,39,1271
850,0.590278,621,237,119,79,176,39,1271
851,0.590972,621,237,119,79,176,39,1271
852,0.591667,621,237,119,79,176,39,1271
853,0.592361,621,237,119,79,176,39,1271
854,0.593056,621,237,119,79,176,39,1271
855,0.59375,621,237,119,79,176,39,1271
856,0.594444,621,237,119,79,176,39,1271
857,0.595139,621,237,119,79,176,39,1271
858,0.595833,621,237,119,79,176,39,1271
859,0.596528,621,237,119,79,175,39,1270
860,0.597222,621,237,119,79,175,39,1270
861,0.597917,621,237,119,79,175,39,1270
862,0.598611,622,237,119,79,175,39,1271
863,0.599306,622,237,119,79,175,39,1271
864,0.6,622,237,119,79,175,39,1271
865,0.600694,622,237,119,79,175,39,1271
866,0.601389,622,237,119,79,175,39,1271
867,0.602083,622,237,119,79,175,39,1271
868,0.602778,622,237,119,79,175,39,1271
869,0.603472,622,237,119,79,175,39,1271
870,0.604167,622,237,119,79,175,39,1271
871,0.604861,622,237,119,79,175,39,1271
872,0.605556,622,236,118,79,175,39,1269
873,0.60625,623,236,118,79,175,39,1270
874,0.606944,623,236,118,79,175,39,1270
875,0.607639,623,236,118,79,175,39,1270
876,0.608333,623,236,118,79,175,39,1270
877,0.609028,623,236,118,79,175,39,1270
878,0.609722,623,236,118,79,175,39,1270
879,0.610417,623,236,118,79,175,39,1270
880,0.611111,623,236,118,79,175,39,1270
881,0.611806,623,236,118,79,175,39,1270
882,0.6125,623,236,118,79,175,39,1270
883,0.613194,623,236,118,79,175,39,1270
884,0.613889,623,236,118,79,175,39,1270
885,0.614583,623,236,118,79,175,39,1270
886,0.615278,623,236,118,79,175,39,1270
887,0.615972,623,236,118,79,175,39,1270
888,0.616667,623,236,118,79,175,39,1270
889,0.617361,623,236,118,79,175,39,1270
890,0.618056,623,236,118,79,175,39,1270
891,0.61875,623,236,118,79,175,39,1270
892,0.619444,623,236,118,79,175,39,1270
893,0.620139,623,235,118,79,175,39,1269
894,0.620833,623,236,118,79,175,39,1270
895,0.621528,623,236,118,79,175,39,1270
896,0.622222,623,236,118,79,175,39,1270
897,0.622917,624,236,118,79,175,39,1271
898,0.623611,624,236,118,79,175,39,1271
899,0.624306,624,236,118,79,175,39,1271
900,0.625,624,236,118,79,175,39,1271
901,0.625694,624,236,118,79,175,39,1271
902,0.626389,624,236,118,79,175,39,1271
903,0.627083,624,236,118,79,175,39,1271
904,0.627778,624,236,118,79,175,39,1271
905,0.628472,624,236,118,79,175,39,1271
906,0.629167,624,236,118,79,175,39,1271
907,0.629861,624,236,118,79,175,39,1271
908,0.630556,624,236,118,79,175,39,1271
909,0.63125,624,236,118,79,175,39,1271
910,0.631944,624,236,118,79,175,39,1271
911,0.632639,624,236,118,79,175,39,1271
912,0.633333,624,236,118,79,175,39,1271
913,0.634028,624,236,118,79,175,39,1271
914,0.634722,624,236,118,79,175,39,1271
915,0.635417,624,236,118,79,175,39,1271
916,0.636111,624,236,118,79,175,39,1271
917,0.636806,624,236,118,79,175,39,1271
918,0.6375,624,236,118,79,175,39,1271
919,0.638194,624,236,118,79,175,39,1271
920,0.638889,624,236,118,79,175,39,1271
921,0.639583,624,236,118,79,175,39,1271
922,0.640278,624,236,118,79,175,39,1271
923,0.640972,624,236,118,79,175,39,1271
924,0.641667,624,236,118,79,175,39,1271
925,0.642361,624,236,118,79,175,39,1271
926,0.643056,624,236,118,79,175,39,1271
927,0.64375,624,236,118,79,175,39,1271
928,0.644444,624,236,118,79,175,39,1271
929,0.645139,624,236,118,79,175,39,1271
930,0.645833,624,236,118,79,175,39,1271
931,0.646528,624,236,118,79,175,39,1271
932,0.647222,624,236,118,79,175,39,1271
933,0.647917,624,236,118,79,175,39,1271
934,0.648611,624,236,118,79,175,39,1271
935,0.649306,624,236,118,79,175,39,1271
936,0.65,624,236,118,79,175,39,1271
937,0.650694,624,236,118,79,175,39,1271
938,0.651389,624,236,118,79,175,39,1271
939,0.652083,624,236,118,79,175,39,1271
940,0.652778,625,236,118,79,175,39,1272
941,0.653472,625,236,118,79,175,39,1272
942,0.654167,625,236,118,79,175,39,1272
943,0.654861,625,236,118,79,175,39,1272
944,0.655556,625,236,118,79,175,39,1272
945,0.65625,625,236,118,79,175,39,1272
946,0.656944,625,236,118,79,175,39,1272
947,0.657639,625,236,118,79,175,39,1272
948,0.658333,625,236,119,79,175,39,1273
949,0.659028,625,236,119,79,175,39,1273
950,0.659722,625,236,119,79,175,39,1273
951,0.660417,625,236,119,79,175,39,1273
952,0.661111,625,236,119,79,175,39,1273
953,0.661806,625,236,119,79,175,39,1273
954,0.6625,625,236,119,79,175,39,1273
955,0.663194,625,236,119,79,175,39,1273
956,0.663889,625,236,119,79,175,39,1273
957,0.664583,626,236,119,79,175,39,1274
958,0.665278,626,236,119,79,175,39,1274
959,0.665972,626,236,119,79,175,39,1274
960,0.666667,626,236,119,79,175,39,1274
961,0.667361,626,236,119,79,175,39,1274
962,0.668056,626,236,119,79,175,39,1274
963,0.66875,626,236,119,79,175,39,1274
964,0.669444,626,236,119,79,175,39,1274
965,0.670139,626,236,119,79,175,39,1274
966,0.670833,626,236,119,79,175,39,1274
967,0.671528,626,236,119,79,174,39,1273
968,0.672222,626,236,119,79,174,39,1273
969,0.672917,626,236,119,79,174,39,1273
970,0.673611,626,236,119,79,174,39,1273
971,0.674306,626,236,119,79,174,39,1273
972,0.675,626,236,119,79,174,39,1273
973,0.675694,626,236,119,79,174,39,1273
974,0.676389,626,236,119,79,174,39,1273
975,0.677083,626,236,119,79,174,39,1273
976,0.677778,626,236,119,79,174,39,1273
977,0.678472,626,236,119,79,174,39,1273
978,0.679167,626,236,119,79,174,39,1273
979,0.679861,626,236,119,79,174,39,1273
980,0.680556,626,236,119,79,174,39,1273
981,0.68125,626,236,119,79,174,39,1273
982,0.681944,626,236,119,79,174,39,1273
983,0.682639,627,236,119,79,174,39,1274
984,0.683333,627,236,119,79,174,39,1274
985,0.684028,627,236,119,79,174,39,1274
986,0.684722,627,236,119,79,174,39,1274
987,0.685417,627,236,119,79,174,39,1274
988,0.686111,627,236,119,79,174,39,1274
989,0.686806,627,236,119,79,174,39,1274
990,0.6875,627,236,119,79,174,39,1274
991,0.688194,627,236,119,79,174,39,1274
992,0.688889,627,236,119,79,174,39,1274
993,0.689583,627,235,119,79,174,39,1273
994,0.690278,627,235,119,79,174,39,1273
995,0.690972,627,235,119,79,174,39,1273
996,0.691667,627,235,119,79,174,39,1273
997,0.692361,627,235,119,79,174,39,1273
998,0.693056,627,235,119,79,174,39,1273
999,0.69375,627,235,119,79,174,39,1273
1000,0.694444,627,235,119,79,174,39,1273
1001,0.695139,627,235,119,79,174,39,1273
1002,0.695833,627,235,119,79,174,39,1273
1003,0.696528,627,236,119,78,174,39,1273
1004,0.697222,629,236,119,78,174,39,1275
1005,0.697917,629,236,119,78,174,39,1275
1006,0.698611,629,236,119,78,174,39,1275
1007,0.699306,629,236,119,78,174,39,1275
1008,0.7,629,236,119,78,174,39,1275
1009,0.700694,629,236,119,78,174,39,1275
1010,0.701389,629,236,119,78,174,39,1275
1011,0.702083,629,236,119,78,174,39,1275
1012,0.702778,629,236,119,78,174,39,1275
1013,0.703472,629,236,119,78,174,39,1275
1014,0.704167,629,236,119,78,174,39,1275
1015,0.704861,629,236,119,78,174,39,1275
1016,0.705556,629,236,119,78,174,39,1275
1017,0.70625,629,236,119,78,174,39,1275
1018,0.706944,629,236,119,78,174,39,1275
1019,0.707639,629,236,119,78,174,39,1275
1020,0.708333,629,236,119,78,174,39,1275
1021,0.709028,629,236,118,78,174,39,1274
1022,0.709722,629,236,118,78,174,39,1274
1023,0.710417,629,236,118,78,174,39,1274
1024,0.711111,629,236,118,78,174,39,1274
1025,0.711806,629,236,118,78,174,39,1274
1026,0.7125,630,236,118,78,174,39,1275
1027,0.713194,630,236,118,78,174,39,1275
1028,0.713889,630,236,118,78,174,39,1275
1029,0.714583,630,236,118,78,173,39,1274
1030,0.715278,630,236,118,78,173,39,1274
1031,0.715972,630,236,118,78,173,39,1274
1032,0.716667,630,236,118,78,173,39,1274
1033,0.717361,630,236,118,78,173,39,1274
1034,0.718056,630,236,118,78,173,39,1274
1035,0.71875,630,236,118,78,173,39,1274
1036,0.719444,630,236,118,78,173,39,1274
1037,0.720139,630,236,118,78,173,39,1274
1038,0.720833,630,236,118,78,173,39,1274
1039,0.721528,630,236,118,78,173,39,1274
1040,0.722222,630,236,118,78,173,39,1274
1041,0.722917,630,236,118,78,173,39,1274
1042,0.723611,630,236,118,78,173,39,1274
1043,0.724306,630,236,118,78,173,39,1274
1044,0.725,630,236,118,78,173,39,1274
1045,0.725694,630,236,118,77,173,39,1273
1046,0.726389,630,236,118,77,174,39,1274
1047,0.727083,630,236,118,77,174,39,1274
1048,0.727778,630,236,118,77,174,39,1274
1049,0.728472,630,236,118,77,174,39,1274
1050,0.729167,630,236,118,77,174,39,1274
1051,0.729861,631,236,118,77,174,39,1275
1052,0.730556,631,236,118,77,174,39,1275
1053,0.73125,631,236,118,77,174,39,1275
1054,0.731944,632,236,118,77,174,39,1276
1055,0.732639,632,236,118,77,174,39,1276
1056,0.733333,632,236,118,77,174,39,1276
1057,0.734028,632,236,118,77,174,39,1276
1058,0.734722,632,236,118,77,174,39,1276
1059,0.735417,632,236,118,77,174,39,1276
1060,0.736111,632,236,118,77,174,39,1276
1061,0.736806,632,236,118,77,174,39,1276
1062,0.7375,632,236,118,77,174,39,1276
1063,0.738194,632,235,118,77,174,39,1275
1064,0.738889,632,235,118,77,174,39,1275
1065,0.739583,632,235,118,77,174,39,1275
1066,0.740278,632,235,118,77,174,39,1275
1067,0.740972,633,235,118,77,174,39,1276
1068,0.741667,633,234,118,77,174,39,1275
1069,0.742361,633,234,118,77,174,39,1275
1070,0.743056,633,234,118,77,174,39,1275
1071,0.74375,633,234,118,77,174,39,1275
1072,0.744444,633,234,118,77,174,39,1275
1073,0.745139,633,234,118,77,174,39,1275
1074,0.745833,633,234,118,77,174,39,1275
1075,0.746528,633,234,118,77,174,39,1275
1076,0.747222,633,234,118,77,174,39,1275
1077,0.747917,633,234,118,77,174,39,1275
1078,0.748611,633,234,118,77,174,39,1275
1079,0.749306,633,234,118,77,174,39,1275
1080,0.75,633,234,118,77,174,39,1275
1081,0.750694,633,234,118,77,174,39,1275
1082,0.751389,633,234,118,77,174,39,1275
1083,0.752083,633,234,118,77,174,39,1275
1084,0.752778,633,234,118,77,174,39,1275
1085,0.753472,633,233,118,77,174,39,1274
1086,0.754167,633,233,118,77,174,39,1274
1087,0.754861,633,233,118,77,174,39,1274
1088,0.755556,633,233,118,77,174,39,1274
1089,0.75625,633,233,118,77,174,39,1274
1090,0.756944,633,233,118,77,174,39,1274
1091,0.757639,633,232,118,77,174,39,1273
1092,0.758333,633,232,118,77,174,39,1273
1093,0.759028,633,232,118,76,174,39,1272
1094,0.759722,633,232,118,76,174,39,1272
1095,0.760417,633,232,118,76,174,39,1272
1096,0.761111,633,233,118,76,174,39,1273
1097,0.761806,633,233,118,76,174,39,1273
1098,0.7625,633,233,118,76,174,39,1273
1099,0.763194,633,233,118,76,174,39,1273
1100,0.763889,634,233,118,76,174,39,1274
1101,0.764583,634,233,118,76,174,39,1274
1102,0.765278,634,233,118,76,174,39,1274
1103,0.765972,634,233,118,76,174,39,1274
1104,0.766667,634,233,118,76,174,39,1274
1105,0.767361,634,233,118,76,174,39,1274
1106,0.768056,634,233,118,76,174,39,1274
1107,0.76875,634,233,118,76,174,39,1274
1108,0.769444,634,233,118,76,174,39,1274
1109,0.770139,634,233,118,76,174,39,1274
1110,0.770833,634,233,118,76,174,39,1274
1111,0.771528,634,233,118,76,174,39,1274
1112,0.772222,634,233,118,76,174,39,1274
1113,0.772917,634,233,118,76,174,39,1274
1114,0.773611,634,233,118,76,174,39,1274
1115,0.774306,634,233,118,76,174,39,1274
1116,0.775,634,233,118,76,174,39,1274
1117,0.775694,634,233,118,76,174,39,1274
1118,0.776389,634,233,118,76,174,39,1274
1119,0.777083,634,233,118,76,174,39,1274
1120,0.777778,634,233,118,76,174,39,1274
1121,0.778472,634,233,118,76,174,39,1274
1122,0.779167,634,233,118,76,174,39,1274
1123,0.779861,634,233,118,76,174,39,1274
1124,0.780556,634,233,118,76,174,39,1274
1125,0.78125,634,233,118,76,174,39,1274
1126,0.781944,634,233,118,76,174,39,1274
1127,0.782639,634,233,118,76,174,39,1274
1128,0.783333,634,233,118,76,174,39,1274
1129,0.784028,634,233,118,76,174,39,1274
1130,0.784722,634,233,118,76,174,39,1274
1131,0.785417,635,233,118,76,174,39,1275
1132,0.786111,635,233,118,76,174,39,1275
1133,0.786806,635,233,118,76,174,39,1275
1134,0.7875,635,233,118,76,174,39,1275
1135,0.788194,635,233,118,76,174,39,1275
1136,0.788889,635,233,118,76,174,39,1275
1137,0.789583,635,233,118,76,174,39,1275
1138,0.790278,636,233,118,76,174,39,1276
1139,0.790972,636,233,118,76,174,39,1276
1140,0.791667,636,233,118,76,174,39,1276
1141,0.792361,636,233,118,76,174,39,1276
1142,0.793056,636,233,118,76,174,39,1276
1143,0.79375,636,233,118,76,174,39,1276
1144,0.794444,636,233,118,76,174,39,1276
1145,0.795139,636,233,118,76,174,39,1276
1146,0.795833,636,233,118,76,174,39,1276
1147,0.796528,636,233,118,76,174,39,1276
1148,0.797222,636,233,118,76,174,39,1276
1149,0.797917,636,233,118,76,174,39,1276
1150,0.798611,636,233,118,76,174,39,1276
1151,0.799306,636,233,119,76,174,39,1277
1152,0.8,636,234,119,76,174,39,1278
1153,0.800694,636,234,119,76,174,39,1278
1154,0.801389,636,234,119,76,174,39,1278
1155,0.802083,636,234,119,76,174,39,1278
1156,0.802778,636,234,119,76,174,39,1278
1157,0.803472,636,234,119,76,174,39,1278
1158,0.804167,636,234,119,76,174,39,1278
1159,0.804861,636,234,119,76,174,39,1278
1160,0.805556,636,234,119,76,174,39,1278
1161,0.80625,636,234,119,76,174,39,1278
1162,0.806944,636,234,119,76,174,39,1278
1163,0.807639,637,234,119,76,174,39,1279
1164,0.808333,637,234,119,76,174,39,1279
1165,0.809028,637,234,119,76,174,39,1279
1166,0.809722,637,234,119,76,174,39,1279
1167,0.810417,637,234,119,76,174,39,1279
1168,0.811111,637,234,119,76,174,39,1279
1169,0.811806,637,234,119,76,174,39,1279
1170,0.8125,637,234,119,76,174,39,1279
1171,0.813194,637,234,119,76,174,39,1279
1172,0.813889,637,234,119,76,174,39,1279
1173,0.814583,637,234,119,76,174,39,1279
1174,0.815278,637,234,119,76,174,39,1279
1175,0.815972,637,234,119,76,174,39,1279
1176,0.816667,637,234,119,76,174,39,1279
1177,0.817361,637,234,119,76,174,39,1279
1178,0.818056,637,234,119,76,174,39,1279
1179,0.81875,637,234,119,76,174,39,1279
1180,0.819444,637,234,118,76,174,39,1278
1181,0.820139,637,234,118,76,174,39,1278
1182,0.820833,637,234,118,75,174,39,1277
1183,0.821528,637,234,118,75,174,39,1277
1184,0.822222,637,234,118,75,174,39,1277
1185,0.822917,637,234,118,75,174,39,1277
1186,0.823611,637,234,118,75,174,39,1277
1187,0.824306,637,234,118,75,174,39,1277
1188,0.825,637,234,118,75,174,39,1277
1189,0.825694,637,234,118,75,174,39,1277
1190,0.826389,638,234,118,75,174,39,1278
1191,0.827083,638,234,118,75,174,39,1278
1192,0.827778,638,234,118,75,174,39,1278
1193,0.828472,638,234,118,75,174,39,1278
1194,0.829167,638,234,118,75,174,39,1278
1195,0.829861,638,234,118,75,174,39,1278
1196,0.830556,638,234,118,75,174,39,1278
1197,0.83125,638,232,118,75,174,39,1276
1198,0.831944,638,232,118,75,174,39,1276
1199,0.832639,638,232,118,75,174,39,1276
1200,0.833333,638,232,118,75,174,39,1276
1201,0.834028,638,232,118,75,174,39,1276
1202,0.834722,638,232,118,75,174,39,1276
1203,0.835417,638,232,118,75,175,39,1277
1204,0.836111,638,232,118,75,175,39,1277
1205,0.836806,638,232,118,75,175,39,1277
1206,0.8375,638,232,118,75,175,39,1277
1207,0.838194,638,232,118,75,175,39,1277
1208,0.838889,638,232,118,75,175,39,1277
1209,0.839583,638,232,118,75,175,39,1277
1210,0.840278,638,232,118,75,175,39,1277
1211,0.840972,638,232,118,75,175,39,1277
1212,0.841667,638,232,118,75,175,39,1277
1213,0.842361,638,232,118,74,175,39,1276
1214,0.843056,638,232,118,74,175,39,1276
1215,0.84375,638,232,118,74,175,39,1276
1216,0.844444,638,232,118,74,175,39,1276
1217,0.845139,638,232,118,74,175,39,1276
1218,0.845833,638,232,118,74,175,39,1276
1219,0.846528,638,232,118,74,175,39,1276
1220,0.847222,638,232,118,74,175,39,1276
1221,0.847917,638,232,118,74,175,39,1276
1222,0.848611,638,232,118,74,175,39,1276
1223,0.849306,638,232,118,74,175,39,1276
1224,0.85,638,232,118,74,175,39,1276
1225,0.850694,638,232,118,74,175,39,1276
1226,0.851389,638,232,118,74,175,39,1276
1227,0.852083,638,232,118,74,175,39,1276
1228,0.852778,638,232,118,74,175,39,1276
1229,0.853472,638,232,118,74,175,39,1276
1230,0.854167,638,232,118,74,175,39,1276
1231,0.854861,638,232,118,74,175,39,1276
1232,0.855556,638,232,118,74,175,39,1276
1233,0.85625,638,232,118,74,175,39,1276
1234,0.856944,638,232,118,74,175,39,1276
1235,0.857639,638,232,118,74,175,39,1276
1236,0.858333,638,232,118,74,175,39,1276
1237,0.859028,638,232,118,74,175,39,1276
1238,0.859722,638,232,118,74,175,39,1276
1239,0.860417,638,232,118,74,175,39,1276
1240,0.861111,638,232,118,74,175,39,1276
1241,0.861806,638,232,118,74,175,39,1276
1242,0.8625,638,232,118,74,175,39,1276
1243,0.863194,638,232,118,74,175,39,1276
1244,0.863889,638,232,118,74,175,39,1276
1245,0.864583,638,232,118,74,175,39,1276
1246,0.865278,638,232,118,74,175,39,1276
1247,0.865972,638,232,118,74,175,39,1276
1248,0.866667,638,232,118,74,175,39,1276
1249,0.867361,638,232,118,74,175,39,1276
